Date,Rice,Chicken Meat,Beef,Chicken Egg,Shallot,Garlic,Red Chili,Bird's Eye Chili,Cooking Oil,Sugar
1/20/2018,12050,34366.666666666664,114133.33333333333,24816.666666666668,25750,24166.666666666668,39800,43083.333333333336,13800,14150
1/21/2018,12050,34133.333333333336,114116.66666666667,24783.333333333332,25650,24183.333333333332,39900,43016.666666666664,13800,14150
1/22/2018,12050,33900,114100,24750,25550,24200,40000,42950,13800,14150
1/23/2018,12050,33750,114150,24800,25400,24100,40150,43000,13800,14150
1/24/2018,12100,33600,114150,24600,25200,24150,40200,42050,13800,14150
1/25/2018,12100,33350,114400,24550,25200,24100,40300,41850,13800,14150
1/26/2018,12100,33000,114200,24450,25150,24100,40500,41500,13800,14150
1/27/2018,12100,32783.333333333336,114183.33333333333,24366.666666666668,25133.333333333332,24033.333333333332,40566.666666666664,41483.333333333336,13800,14150
1/28/2018,12100,32566.666666666668,114166.66666666667,24283.333333333332,25116.666666666668,23966.666666666668,40633.333333333336,41466.666666666664,13800,14150
1/29/2018,12100,32350,114150,24200,25100,23900,40700,41450,13800,14150
1/30/2018,12100,32300,114100,24150,25100,23950,40700,41200,13800,14150
1/31/2018,12100,32100,114150,24000,25050,23950,40450,41150,13800,14100
2/1/2018,12100,32300,113750,23900,24950,24000,40200,40600,13750,14100
2/2/2018,12100,32400,114000,23850,25050,24050,39800,40300,13750,14100
2/3/2018,12100,32383.333333333332,114000,23800,25083.333333333332,24150,39566.666666666664,40283.333333333336,13733.333333333334,14083.333333333334
2/4/2018,12100,32366.666666666668,114000,23750,25116.666666666668,24250,39333.333333333336,40266.666666666664,13716.666666666666,14066.666666666666
2/5/2018,12100,32350,114000,23700,25150,24350,39100,40250,13700,14050
2/6/2018,12100,32500,114000,23550,25050,24500,39050,40300,13750,14100
2/7/2018,12100,32500,114000,23550,25050,25000,39150,40550,13750,14100
2/8/2018,12100,32400,113950,23550,25200,25500,39300,40550,13750,14100
2/9/2018,12100,32500,113950,23400,25450,26150,39900,40650,13750,14100
2/10/2018,12100,32483.333333333332,113966.66666666667,23416.666666666668,25500,26816.666666666668,40216.666666666664,40966.666666666664,13750,14100
2/11/2018,12100,32466.666666666668,113983.33333333333,23433.333333333332,25550,27483.333333333332,40533.333333333336,41283.333333333336,13750,14100
2/12/2018,12100,32450,114000,23450,25600,28150,40850,41600,13750,14100
2/13/2018,12100,32500,113700,23500,25700,28600,41100,42250,13750,14100
2/14/2018,12100,32400,113700,23350,25750,29050,41350,42600,13750,14100
2/15/2018,12100,32350,113750,23450,25750,29400,41400,43000,13750,14100
2/16/2018,12350,28950,116100,21450,23650,31850,39500,48000,13100,13250
2/17/2018,12250,29933.333333333332,115350,22083.333333333332,24416.666666666668,31316.666666666668,40333.333333333336,46733.333333333336,13316.666666666666,13533.333333333334
2/18/2018,12150,30916.666666666668,114600,22716.666666666668,25183.333333333332,30783.333333333332,41166.666666666664,45466.666666666664,13533.333333333334,13816.666666666666
2/19/2018,12050,31900,113850,23350,25950,30250,42000,44200,13750,14100
2/20/2018,12050,31850,113800,23300,26000,30400,41800,44400,13750,14100
2/21/2018,12050,31700,113650,23200,26150,30600,41500,45300,13750,14100
2/22/2018,12050,31550,113650,23200,26250,30800,41050,45400,13750,14100
2/23/2018,12050,31450,113600,23150,26250,31000,40850,45200,13750,14100
2/24/2018,12050,31416.666666666668,113633.33333333333,23150,26300,31066.666666666668,40650,45250,13750,14100
2/25/2018,12050,31383.333333333332,113666.66666666667,23150,26350,31133.333333333332,40450,45300,13750,14100
2/26/2018,12050,31350,113700,23150,26400,31200,40250,45350,13750,14100
2/27/2018,12000,31300,113850,23100,26450,31250,40350,45800,13750,14100
2/28/2018,12000,31150,113850,23050,26450,31250,40200,45850,13750,14100
3/1/2018,12000,31100,113950,23100,26400,31300,40250,45850,13750,14100
3/2/2018,12000,31150,114050,23050,26500,31350,40550,45550,13750,14050
3/3/2018,12000,31116.666666666668,114050,23050,26566.666666666668,31416.666666666668,40966.666666666664,46000,13750,14050
3/4/2018,12000,31083.333333333332,114050,23050,26633.333333333332,31483.333333333332,41383.333333333336,46450,13750,14050
3/5/2018,12000,31050,114050,23050,26700,31550,41800,46900,13750,14050
3/6/2018,11950,31150,114050,23000,26700,31450,41800,47700,13750,14050
3/7/2018,12000,31200,114050,22950,26750,31600,41850,47550,13750,14050
3/8/2018,11950,31300,114050,22900,26900,31600,42050,47400,13750,14050
3/9/2018,11950,31400,114000,22850,27050,31700,42450,48200,13750,14000
3/10/2018,11950,31483.333333333332,114050,22816.666666666668,27166.666666666668,31750,43050,48800,13750,14000
3/11/2018,11950,31566.666666666668,114100,22783.333333333332,27283.333333333332,31800,43650,49400,13750,14000
3/12/2018,11950,31650,114150,22750,27400,31850,44250,50000,13750,14000
3/13/2018,11950,31800,114150,22700,27400,31900,44700,49700,13750,14000
3/14/2018,11950,31800,114150,22650,27700,32050,44550,49350,13750,14000
3/15/2018,11950,31900,114050,22650,27750,32200,44850,48900,13750,14000
3/16/2018,11900,31800,114200,22500,27550,32400,45800,48850,13650,14000
3/17/2018,11916.666666666666,31883.333333333332,114116.66666666667,22516.666666666668,27766.666666666668,32783.333333333336,45400,48383.333333333336,13683.333333333334,14000
3/18/2018,11933.333333333334,31966.666666666668,114033.33333333333,22533.333333333332,27983.333333333332,33166.666666666664,45000,47916.666666666664,13716.666666666666,14000
3/19/2018,11950,32050,113950,22550,28200,33550,44600,47450,13750,14000
3/20/2018,11950,32000,113950,22550,28400,33750,44350,46950,13750,14000
3/21/2018,11950,32000,114150,22500,28400,34200,44300,46750,13700,14000
3/22/2018,11950,32150,113850,22550,28650,34450,44250,46250,13750,14000
3/23/2018,11950,32200,114000,22500,28700,34900,43700,46000,13750,14000
3/24/2018,11933.333333333334,32266.666666666668,114016.66666666667,22500,29050,35166.666666666664,43750,45700,13733.333333333334,14000
3/25/2018,11916.666666666666,32333.333333333332,114033.33333333333,22500,29400,35433.333333333336,43800,45400,13716.666666666666,14000
3/26/2018,11900,32400,114050,22500,29750,35700,43850,45100,13700,14000
3/27/2018,11900,32400,114050,22450,30000,35700,43800,45150,13750,14000
3/28/2018,11850,32600,113800,22500,30800,36050,43300,44400,13750,14050
3/29/2018,11900,32500,113950,22400,31100,35750,43200,45050,13700,14000
3/30/2018,12150,29050,115450,21450,28950,40650,43100,45650,12950,13200
3/31/2018,12066.666666666666,30250,115000,21866.666666666668,30350,38933.333333333336,43200,45300,13200,13466.666666666666
4/1/2018,11983.333333333334,31450,114550,22283.333333333332,31750,37216.666666666664,43300,44950,13450,13733.333333333334
4/2/2018,11900,32650,114100,22700,33150,35500,43400,44600,13700,14000
4/3/2018,11900,32650,114050,22500,33700,35600,43700,44750,13700,14000
4/4/2018,11900,32750,114200,22550,33750,35250,43700,44800,13700,13950
4/5/2018,11850,32650,114200,22450,34400,35350,44050,44600,13700,14000
4/6/2018,11850,32650,114150,22400,34950,35100,44000,44500,13700,14000
4/7/2018,11850,32750,114133.33333333333,22533.333333333332,35233.333333333336,35116.666666666664,44100,44566.666666666664,13716.666666666666,14016.666666666666
4/8/2018,11850,32850,114116.66666666667,22666.666666666668,35516.666666666664,35133.333333333336,44200,44633.333333333336,13733.333333333334,14033.333333333334
4/9/2018,11850,32950,114100,22800,35800,35150,44300,44700,13750,14050
4/10/2018,11850,32900,114250,22900,36150,35050,44400,44950,13700,14000
4/11/2018,11850,32750,114250,23000,36700,35350,44450,44650,13700,14000
4/12/2018,11850,32800,114250,23100,37050,35450,44550,44500,13700,14000
4/13/2018,11900,33150,114300,23300,37600,35800,44250,44600,13700,14000
4/14/2018,11866.666666666666,33183.333333333336,114266.66666666667,23283.333333333332,37583.333333333336,35583.333333333336,44016.666666666664,43900,13700,14000
4/15/2018,11833.333333333334,33216.666666666664,114233.33333333333,23266.666666666668,37566.666666666664,35366.666666666664,43783.333333333336,43200,13700,14000
4/16/2018,11800,33250,114200,23250,37550,35150,43550,42500,13700,14000
4/17/2018,11800,33350,114200,23450,37550,34950,43100,42000,13700,14000
4/18/2018,11800,33500,114200,23550,37550,34750,42300,41450,13700,14000
4/19/2018,11800,33550,114200,23600,37800,34750,41900,40900,13700,14000
4/20/2018,11800,33550,114350,23600,37900,34800,41350,40500,13700,13950
4/21/2018,11800,33700,114300,23633.333333333332,37816.666666666664,34700,40816.666666666664,39833.333333333336,13700,13966.666666666666
4/22/2018,11800,33850,114250,23666.666666666668,37733.333333333336,34600,40283.333333333336,39166.666666666664,13700,13983.333333333334
4/23/2018,11800,34000,114200,23700,37650,34500,39750,38500,13700,14000
4/24/2018,11750,34100,114200,23750,37750,34500,39650,38100,13700,14000
4/25/2018,11750,34000,114200,23750,37550,34250,39550,37700,13700,13950
4/26/2018,11750,34050,114200,23800,37500,34000,39200,37300,13750,13950
4/27/2018,11750,34050,114200,23750,37400,33650,39350,36700,13750,13950
4/28/2018,11750,34133.333333333336,114233.33333333333,23800,37300,33300,39433.333333333336,36433.333333333336,13733.333333333334,13950
4/29/2018,11750,34216.666666666664,114266.66666666667,23850,37200,32950,39516.666666666664,36166.666666666664,13716.666666666666,13950
4/30/2018,11750,34300,114300,23900,37100,32600,39600,35900,13700,13950
5/1/2018,10700,36650,108150,31850,45500,34350,41450,39600,13750,15350
5/2/2018,11750,34450,114200,24050,36750,32000,39550,35500,13750,14000
5/3/2018,11750,34400,114200,24150,36600,31500,39450,35300,13750,13950
5/4/2018,11750,34550,114200,24250,36550,31050,39300,35050,13700,13950
5/5/2018,11750,34633.333333333336,114133.33333333333,24383.333333333332,36600,30750,39366.666666666664,34900,13700,13950
5/6/2018,11750,34716.666666666664,114066.66666666667,24516.666666666668,36650,30450,39433.333333333336,34750,13700,13950
5/7/2018,11750,34800,114000,24650,36700,30150,39500,34600,13700,13950
5/8/2018,11750,35050,114450,24750,36850,29950,39200,34400,13700,13950
5/9/2018,11750,35350,114500,24900,36800,30050,39000,34600,13700,13950
5/10/2018,10800,37200,108150,33050,46350,33950,41850,31150,13750,15450
5/11/2018,11700,35750,114550,25250,36600,30000,39450,34700,13700,13950
5/12/2018,11716.666666666666,36033.333333333336,114716.66666666667,25366.666666666668,36533.333333333336,29800,39900,34766.666666666664,13700,13950
5/13/2018,11733.333333333334,36316.666666666664,114883.33333333333,25483.333333333332,36466.666666666664,29600,40350,34833.333333333336,13700,13950
5/14/2018,11750,36600,115050,25600,36400,29400,40800,34900,13700,13950
5/15/2018,11700,36750,115950,25500,35850,28800,40800,34750,13650,13950
5/16/2018,11750,37050,116800,25750,36200,29300,40450,35050,13650,13900
5/17/2018,11750,37000,116500,25800,36250,29300,41000,35200,13700,13950
5/18/2018,11700,37000,116000,25850,36450,29450,41550,36700,13700,13950
5/19/2018,11700,36866.666666666664,115900,25816.666666666668,36416.666666666664,29300,41083.333333333336,36816.666666666664,13700,13950
5/20/2018,11700,36733.333333333336,115800,25783.333333333332,36383.333333333336,29150,40616.666666666664,36933.333333333336,13700,13950
5/21/2018,11700,36600,115700,25750,36350,29000,40150,37050,13700,13950
5/22/2018,11700,36500,115300,25700,36250,28700,40050,36300,13700,13950
5/23/2018,11700,36100,115150,25650,36250,28600,39400,35650,13700,13950
5/24/2018,11700,35900,115250,25600,36050,28400,38050,35000,13700,13900
5/25/2018,11700,35700,115350,25700,36300,28600,38250,35250,13700,13950
5/26/2018,11700,35650,115283.33333333333,25700,36216.666666666664,28550,37750,35233.333333333336,13700,13950
5/27/2018,11700,35600,115216.66666666667,25700,36133.333333333336,28500,37250,35216.666666666664,13700,13950
5/28/2018,11700,35550,115150,25700,36050,28450,36750,35200,13700,13950
5/29/2018,10850,38200,113150,31200,47900,34000,48950,33050,13750,15350
5/30/2018,11700,35250,115650,25700,36300,28800,35850,35700,13700,14000
5/31/2018,11700,35100,115450,25500,36050,28500,34950,35400,13700,13950
6/1/2018,11700,35100,115525,25437.5,36000,28462.5,34837.5,35625,13700,13937.5
6/2/2018,11700,35100,115600,25375,35950,28425,34725,35850,13700,13925
6/3/2018,11700,35100,115675,25312.5,35900,28387.5,34612.5,36075,13700,13912.5
6/4/2018,11700,35100,115750,25250,35850,28350,34500,36300,13700,13900
6/5/2018,11700,35100,116000,25200,35700,28100,34350,36500,13700,13900
6/6/2018,11700,35350,115850,25250,35700,28200,35300,37350,13700,13950
6/7/2018,11700,35400,115750,25150,35700,28200,35300,37950,13700,13900
6/8/2018,11700,35550,115950,25150,35650,28350,35750,38700,13700,13900
6/9/2018,11700,36016.666666666664,116900,25150,35733.333333333336,28483.333333333332,38333.333333333336,40016.666666666664,13700,13900
6/10/2018,11700,36483.333333333336,117850,25150,35816.666666666664,28616.666666666668,40916.666666666664,41333.333333333336,13700,13900
6/11/2018,11700,36950,118800,25150,35900,28750,43500,42650,13700,13900
6/12/2018,11700,38050,120200,25300,36150,29000,46200,43800,13700,13900
6/13/2018,11650,38850,122250,24950,35950,28900,47850,45400,13600,13900
6/14/2018,11660,38980,121500,25020,35990,29050,47600,45690,13620,13900
6/15/2018,11670,39110,120750,25090,36030,29200,47350,45980,13640,13900
6/16/2018,11680,39240,120000,25160,36070,29350,47100,46270,13660,13900
6/17/2018,11690,39370,119250,25230,36110,29500,46850,46560,13680,13900
6/18/2018,11700,39500,118500,25300,36150,29650,46600,46850,13700,13900
6/19/2018,11700,39300,118100,25300,35850,29650,44800,46950,13700,13900
6/20/2018,11700,39150,117400,25350,35750,29450,43000,45600,13750,13950
6/21/2018,11700,38850,117500,25100,35650,29300,40850,44550,13700,13900
6/22/2018,11700,38700,117000,25100,35400,29100,38850,42750,13700,13900
6/23/2018,11700,38516.666666666664,116783.33333333333,25066.666666666668,35150,29083.333333333332,38083.333333333336,41950,13700,13900
6/24/2018,11700,38333.333333333336,116566.66666666667,25033.333333333332,34900,29066.666666666668,37316.666666666664,41150,13700,13900
6/25/2018,11700,38150,116350,25000,34650,29050,36550,40350,13700,13900
6/26/2018,11700,37850,116250,25000,34450,29150,35850,40350,13700,13900
6/27/2018,11700,38350,116125,25000,34275,29100,35375,40250,13700,13900
6/28/2018,11700,38850,116000,25000,34100,29050,34900,40150,13700,13900
6/29/2018,11700,37400,115950,25100,34000,29050,34500,41450,13650,13900
6/30/2018,11700,37283.333333333336,115866.66666666667,25233.333333333332,33766.666666666664,29016.666666666668,34816.666666666664,42533.333333333336,13650,13900
7/1/2018,11700,37166.666666666664,115783.33333333333,25366.666666666668,33533.333333333336,28983.333333333332,35133.333333333336,43616.666666666664,13650,13900
7/2/2018,11700,37050,115700,25500,33300,28950,35450,44700,13650,13900
7/3/2018,11700,37050,115450,25600,33050,28900,35450,45250,13650,13850
7/4/2018,11700,37100,115400,25700,32950,28850,35550,45650,13650,13850
7/5/2018,11700,37050,115400,25850,32750,28750,35550,47000,13650,13850
7/6/2018,11650,37000,115150,25900,32350,28600,34850,47250,13600,13800
7/7/2018,11650,37283.333333333336,115283.33333333333,26150,32266.666666666668,28650,36000,47783.333333333336,13616.666666666666,13816.666666666666
7/8/2018,11650,37566.666666666664,115416.66666666667,26400,32183.333333333332,28700,37150,48316.666666666664,13633.333333333334,13833.333333333334
7/9/2018,11650,37850,115550,26650,32100,28750,38300,48850,13650,13850
7/10/2018,11700,38100,115500,26750,31850,28750,38450,49100,13600,13850
7/11/2018,11650,38250,115100,26900,31750,28950,38400,48800,13600,13800
7/12/2018,11700,38450,115300,27050,31300,28950,39250,49650,13600,13850
7/13/2018,11700,38500,115250,27200,31250,28850,39250,49900,13600,13850
7/14/2018,11700,38683.333333333336,115283.33333333333,27200,31066.666666666668,28733.333333333332,39416.666666666664,50350,13600,13850
7/15/2018,11700,38866.666666666664,115316.66666666667,27200,30883.333333333332,28616.666666666668,39583.333333333336,50800,13600,13850
7/16/2018,11700,39050,115350,27200,30700,28500,39750,51250,13600,13850
7/17/2018,11700,39100,115400,27150,30250,28350,39800,51100,13600,13800
