Date,Shallot,Garlic,Rice,Chili pepper,Cayenne pepper,Broiler meat,Topside beef,Granulated sugar,Cooking oil,Chicken egg
8/22/21,,,,,,,,,,
8/23/21,32705,29058,10325,26590,46631,32014,125979,12959,16079,25484
8/24/21,32381,28917,10324,26361,44895,31971,126008,12978,16072,25443
8/25/21,31956,28785,10333,26698,45087,31919,125938,12963,16095,25392
8/26/21,31700,28738,10328,26541,44043,32194,125632,12973,16124,25389
8/27/21,31445,28774,10320,25955,43231,32387,125286,12958,16140,25352
8/28/21,,,,,,,,,,
8/29/21,,,,,,,,,,
8/30/21,30776,28759,10323,25970,40793,32871,125210,12978,16145,25105
8/31/21,30828,28677,10328,26060,41135,32903,125273,12965,16198,25005
9/1/21,30641,28751,10312,26128,41871,32996,125240,12953,16222,24986
9/2/21,30483,28508,10314,26390,41537,33032,125239,12964,16204,24890
9/3/21,30391,28363,10312,26103,40845,33446,125207,12962,16214,24957
9/4/21,,,,,,,,,,
9/5/21,,,,,,,,,,
9/6/21,29818,28389,10317,26097,38946,33691,125359,12951,16243,24721
9/7/21,29627,28382,10308,25855,38374,33689,125311,12964,16279,24791
9/8/21,29548,28380,10308,26055,38838,33749,125409,12967,16303,24706
9/9/21,29681,28442,10293,26597,38115,33971,125472,12963,16321,24685
9/10/21,29502,28492,10293,26562,37362,34118,125471,12952,16320,24717
9/11/21,,,,,,,,,,
9/12/21,,,,,,,,,,
9/13/21,29087,28410,10290,26596,36487,34150,125477,12968,16336,24509
9/14/21,29022,28346,10296,26256,37572,34270,125451,12963,16311,24418
9/15/21,28912,28244,10282,26169,37420,34202,125450,12963,16316,24312
9/16/21,28914,28260,10313,26193,36847,34277,125640,12970,16315,24155
9/17/21,28919,28204,10311,26203,37412,34144,125630,12962,16337,24147
9/18/21,25000,26000,,30000,,28000,150000,13000,17000,20300
9/19/21,,,,,,,,,,
9/20/21,28679,28204,10310,26920,36769,34344,125642,12955,16334,24097
9/21/21,28654,28060,10302,26914,36822,34350,125659,12937,16361,23939
9/22/21,28761,28175,10308,27176,37486,34455,125659,12963,16386,23869
9/23/21,28796,28222,10317,27501,37567,34639,125659,12949,16411,23824
9/24/21,28740,28209,10311,27746,37529,34642,125657,12948,16401,23845
9/25/21,,,,,,,,,,
9/26/21,,,,,,,,,,
9/27/21,28556,28187,10307,28107,38379,34738,125630,12963,16409,23736
9/28/21,28258,28111,10307,28309,36448,34833,125360,12974,16424,23892
9/29/21,27972,28164,10303,28777,36542,34941,125435,12929,16436,23845
9/30/21,28165,27977,10305,29543,38114,34960,125385,12949,16435,23861
10/1/21,28150,28052,10271,29792,38332,34873,125415,12963,16429,23870
10/2/21,,,,,,,,,,
10/3/21,,,,,,,,,,
10/4/21,27528,28076,10288,31451,39162,34897,125323,12959,16454,23763
10/5/21,27729,28266,10296,32047,40052,35178,125367,12967,16463,23890
10/6/21,27923,28094,10292,32829,39200,34988,125479,12963,16490,23979
10/7/21,27775,27942,10301,32743,39722,35059,125479,12960,16474,23879
10/8/21,27928,28093,10323,32655,40181,34885,125471,12966,16491,23853
10/9/21,,,,,,,,,,
10/10/21,,,,,,,,,,
10/11/21,27844,28115,10308,32345,40480,34799,125398,12957,16543,23881
10/12/21,27915,28172,10313,31391,40326,34814,125398,12959,16610,23805
10/13/21,27946,27975,10272,31634,40856,34963,125367,12952,16659,23823
10/14/21,28106,28101,10292,31458,40767,35127,125451,12963,16677,23724
10/15/21,28085,28234,10303,31680,40823,35173,125451,12961,16721,23759
10/16/21,,,,,,,,,,
10/17/21,,,,,,,,,,
10/18/21,28206,28249,10276,32267,40487,35340,125487,12941,16883,23629
10/19/21,28236,28072,10282,32161,41100,35346,125565,12957,16868,23588
10/20/21,,,,,,,,,,
10/21/21,28470,28056,10282,32362,40890,35361,125532,12955,16937,23543
10/22/21,28150,28108,10292,32789,40384,35453,125548,12964,16966,23456
10/23/21,,,,,,,,,,
10/24/21,,,,,,,,,,
10/25/21,27790,28231,10291,32724,38795,35353,125535,12966,17014,23601
10/26/21,27990,28257,10283,33003,39601,35405,125535,12997,17022,23627
10/27/21,28251,28433,10277,33333,39183,35383,125535,12974,17122,23632
10/28/21,28193,28466,10289,33371,39397,35333,125551,12990,17285,23693
10/29/21,28137,28424,10297,33911,39118,35352,125571,12977,17331,23789
10/30/21,,,,,,,,,,
10/31/21,,,,,,,,,,
11/1/21,28037,28291,10287,34282,38843,35398,125637,12986,17460,23929
11/2/21,27593,28252,10280,34039,38906,35329,125649,12983,17652,23992
11/3/21,27168,28043,10295,34583,36440,35300,125634,12991,17768,24177
11/4/21,27106,28063,10259,35619,36332,35394,125652,12958,17770,24219
11/5/21,27246,28056,10249,36342,36409,35352,125744,13000,17830,24145
11/6/21,,,,,,,,,,
11/7/21,,,,,,,,,,
11/8/21,27229,28067,10301,38664,36837,35197,125650,13017,18151,24727
11/9/21,27070,28095,10280,39198,36697,35171,125426,13021,18200,25012
11/10/21,27236,28138,10277,39121,36731,35229,125512,13016,18217,25247
11/11/21,27480,28029,10277,39603,37373,35220,125428,13006,18257,25446
11/12/21,26994,28063,10283,40050,36993,35160,125469,12981,18322,25593
11/13/21,,,,,,,,,,
11/14/21,,,9000,,,,,,,
11/15/21,26701,28036,10283,40188,36983,35239,125445,12994,18451,25676
11/16/21,26585,28066,10284,39996,37482,35003,125575,13013,18536,25712
11/17/21,26673,28099,10291,40452,37168,34984,125531,13020,18639,25715
11/18/21,26584,28140,10292,40076,37180,34864,125586,13052,18771,25676
11/19/21,26330,27937,10279,40370,37689,34871,125571,13071,18850,25712
11/20/21,,,,,,,,,,
11/21/21,,,,,,,,,,
11/22/21,25947,27875,10263,40058,41225,34919,125816,13078,18980,25498
11/23/21,25717,27801,10262,40085,41990,34911,125640,13070,18947,25663
11/24/21,26058,27760,10280,40708,43283,34938,125697,13067,18961,25560
11/25/21,26028,27902,10289,40424,43209,34835,125715,13057,19030,25656
11/26/21,26089,27776,10287,40369,44178,34843,125648,13086,19051,25682
11/27/21,,,,,,,,,,
11/28/21,,,,,,,,,,
11/29/21,25488,27671,10284,40858,48029,34893,125629,13092,19165,25660
11/30/21,25197,27619,10277,40976,49737,34831,125707,13080,19205,25648
12/1/21,25180,27643,10277,41526,50946,34657,125764,13085,19188,25510
12/2/21,25478,27524,10280,41649,55032,34534,125760,13076,19240,25353
12/3/21,25495,27448,10282,42006,58287,34691,125701,13079,19247,25265
12/4/21,,,,,,,,,,
12/5/21,,,,,,,,,,
12/6/21,25845,27574,10283,45303,67552,35113,125901,13119,19306,25281
12/7/21,25937,27450,10297,45910,70148,34733,125882,13102,19337,25364
12/8/21,26004,27406,10280,46478,71506,34744,125838,13097,19376,25346
12/9/21,26053,27365,10280,47590,74320,34810,125893,13106,19504,25281
12/10/21,26354,27321,10268,48449,75589,34725,125907,13122,19563,25251
12/11/21,,,,,,,,,,
12/12/21,,,,,,,,,,
12/13/21,26846,27626,10261,50381,82253,34802,125859,13132,19633,25595
12/14/21,27009,27518,10274,51637,85678,34960,125876,13149,19765,25774
12/15/21,27085,27521,10277,52014,86478,35079,125819,13151,19818,25999
12/16/21,27267,27549,10275,51291,87421,35231,125841,13149,19871,26160
12/17/21,27387,27668,10281,51242,86854,35281,125898,13151,19908,26250
12/18/21,,,,,,,,,,
12/19/21,,,,,,,,,,
12/20/21,28028,27850,10321,51697,90842,35544,125801,13168,19952,26771
12/21/21,27881,27922,10310,51764,92491,35616,125789,13155,20010,26978
12/22/21,28083,27859,10312,51690,91394,35665,125789,13157,20037,27486
12/23/21,28154,27898,10313,51757,92519,35806,126090,13172,20036,27753
12/24/21,28329,28068,10329,51266,94845,36043,126293,13192,20028,28614
12/25/21,,,,,,,,,,
12/26/21,,,,,,,,,,
12/27/21,28420,28152,10320,50881,95556,36213,126284,13168,20159,29564
12/28/21,28117,28118,10323,50516,96180,36253,126203,13178,20155,29827
12/29/21,28054,27989,10323,50118,93738,36357,126162,13180,20166,29911
12/30/21,28553,28349,10313,49103,92086,36484,126750,13198,20219,30060
12/31/21,28462,28309,10297,47906,88543,36755,126912,13206,20223,30144
